ID,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Long,Lat,State,County,Smoking,Binge Drinking,Physical Inactivity,Sleep<7hours,Opioid Overdose,High Cholesterol,Obesity,High Blood Pressure,Depression,Kidney Diseases,Land Surface Temperature,Air Temperature,Solar_DNI,Wind Speed,Precipitation,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Aerosol ,Nitrogen Dioxide ,Carbon Monoxide ,Sulfur Dioxide ,Formaldehyde ,Ozone ,Diabetes
614,671900,17031671900,6719,Census Tract 6719,-87.66128,41.761326,ILLINOIS,Cook,20.8,10.1,13.3,44,101.5965167,30.7,40.9,46.2,14.3,4.5,23.418,10.711665,1538.97998,4.16667,81.8433,0.903516,0.817865,0.64438,0.788635,-0.446591,0.000166595,0.0340122,0.000302557,9.94E-05,0.144674,17.6
615,672000,17031672000,6720,Census Tract 6720,-87.671128,41.761199,ILLINOIS,Cook,20.7,10.2,13.1,44.1,40.16064257,30.4,42.1,45.8,14.3,4.4,23.418,10.703335,1538.219971,4.16667,82.0158,0.848246,0.714647,0.781879,0.773642,-0.446591,0.000166595,0.0340122,0.000302557,9.94E-05,0.144674,17.6
279,231100,17031231100,2311,Census Tract 2311,-87.715068,41.899254,ILLINOIS,Cook,19.5,11.6,12.1,42,97.08737864,28.2,40.1,38.8,14.8,3.7,24.54,10.6154,1552.040039,4.21667,81.8133,0.959576,0.942762,0.87798,0.601928,-0.388359,0.000172714,0.0340108,0.000280495,9.92E-05,0.144843,15.1
280,231200,17031231200,2312,Census Tract 2312,-87.721315,41.899061,ILLINOIS,Cook,21.3,11.8,12.8,42.2,142.7399508,27.5,40.4,37.8,15.5,3.6,24.192,10.615435,1550.920044,4.21667,82.0758,0.966777,0.975685,0.923324,0.528585,-0.388359,0.000172714,0.0340108,0.000280495,9.92E-05,0.144843,14.8
281,231500,17031231500,2315,Census Tract 2315,-87.718656,41.891732,ILLINOIS,Cook,21.6,10.8,13.3,44.3,210.2997185,29.4,41.8,43.8,14.9,4.3,23.85,10.632935,1552.359985,4.21667,82.0733,0.985307,0.887116,0.936796,0.699132,-0.388359,0.000172714,0.0340108,0.000280495,9.92E-05,0.144843,17
164,130100,17031130100,1301,Census Tract 1301,-87.720809,41.991104,ILLINOIS,Cook,10.7,8.9,9.9,28.8,13.63724917,38.3,22.3,39.4,12.4,4.1,21.674,10.4429,1546.869995,4.23333,79.8508,0.44777,0.772763,0.73594,0.865437,-0.466187,0.000155887,0.0340098,0.000240455,0.000109412,0.14515,13.6
179,150300,17031150300,1503,Census Tract 1503,-87.762286,41.960518,ILLINOIS,Cook,12.3,15.8,7.7,30.3,12.50347319,29.3,25.8,26.1,15.4,2.3,23.646,10.397065,1545.420044,4.23333,80.6858,0.44277,0.7574,0.285479,0.473694,-0.444212,0.000158189,0.0340084,0.000266031,0.000106459,0.145078,7.7
321,251200,17031251200,2512,Census Tract 2512,-87.760604,41.898549,ILLINOIS,Cook,23.1,10.5,14.1,45.1,59.58055291,30.2,43.2,45.2,15.2,4.4,22.904,10.571265,1545.589966,4.21667,82.3492,0.928153,0.831141,0.689045,0.706368,-0.418445,0.000168801,0.0340077,0.00035079,0.000113762,0.144932,17.9
322,251300,17031251300,2513,Census Tract 2513,-87.770385,41.898425,ILLINOIS,Cook,22,10.6,13.2,44.8,73.15586263,29.4,42.3,43.8,15,4,22.288,10.54165,1546.650024,4.21667,82.3092,0.952721,0.876613,0.938679,0.735735,-0.418445,0.000168801,0.0340077,0.00035079,0.000113762,0.144932,16.7
323,251400,17031251400,2514,Census Tract 2514,-87.77013,41.890998,ILLINOIS,Cook,18.9,10.6,11.9,42.7,50.21340698,30.4,40.1,43.8,14,3.9,21.736,10.56335,1549.030029,4.21667,82.4383,0.777216,0.615369,0.907596,0.79355,-0.418445,0.000168801,0.0340077,0.00035079,0.000113762,0.144932,16.1
604,670700,17031670700,6707,Census Tract 6707,-87.666731,41.783069,ILLINOIS,Cook,28.3,9.4,17.6,47.9,46.94835681,30.5,48,49.6,16.2,5.4,24,10.752065,1542.390015,4.175,81.9325,0.762744,0.868019,0.908385,0.662516,-0.429158,0.000169744,0.0340053,0.00027206,0.000100351,0.144658,21.2
605,670800,17031670800,6708,Census Tract 6708,-87.661879,41.783144,ILLINOIS,Cook,25.7,9.4,16.1,45.9,61.16207951,30.6,44.2,48.2,15.4,5.1,22.908,10.76165,1543.300049,4.175,81.8208,0.981872,0.824881,0.895536,0.789225,-0.429158,0.000169744,0.0340053,0.00027206,0.000100351,0.144658,19.7
637,700302,17031700300,7003.02,Census Tract 7003.02,-87.731306,41.738365,ILLINOIS,Cook,14.7,14,10,33.6,22.5606317,30.2,30.9,30.7,15.3,3,23.05,10.583315,1535.420044,4.16667,82.2725,0.538991,0.870476,0.13959,0.480271,-0.42698,0.000165294,0.0340051,0.00026881,0.000108914,0.144959,10.6
57,40300,17031040300,403,Census Tract 403,-87.701975,41.976801,ILLINOIS,Cook,11.6,13.8,7.4,30.7,3.258390355,30.1,23.3,27.2,13.8,2.4,21.528,10.4696,1534.75,4.23333,79.8267,0.399604,0.753982,0.222967,0.524356,-0.456378,0.000160146,0.0340045,0.000225181,0.000107406,0.145046,8.5
167,140100,17031140100,1401,Census Tract 1401,-87.705794,41.971084,ILLINOIS,Cook,14.5,16.2,7.7,33.8,2.681684098,22.8,28.1,21.2,14.7,1.9,21.364,10.448315,1540.619995,4.23333,79.925,0.952499,0.880389,0.636516,0.073947,-0.456378,0.000160146,0.0340045,0.000225181,0.000107406,0.145046,7.5
168,140200,17031140200,1402,Census Tract 1402,-87.713004,41.970695,ILLINOIS,Cook,14.5,15.2,8.5,33.2,8.382229673,24,26.6,22.8,16,2.2,21.246,10.444185,1546.180054,4.23333,80.1533,0.729784,0.909413,0.826074,0.072231,-0.456378,0.000160146,0.0340045,0.000225181,0.000107406,0.145046,8.6
704,831800,17031831800,8318,Census Tract 8318,-87.716453,41.978233,ILLINOIS,Cook,12.3,14.5,7.4,32.1,4.745333755,27,24.5,24.7,14.3,2.2,21.246,10.428335,1546.400024,4.23333,80.0433,0.593804,0.802227,0.600975,0.20704,-0.456378,0.000160146,0.0340045,0.000225181,0.000107406,0.145046,8.4
194,160400,17031160400,1604,Census Tract 1604,-87.722824,41.957366,ILLINOIS,Cook,13.2,16.3,7.7,32,16.77852349,26.3,28.2,23.7,14.9,2.1,23.432,10.458315,1548.76001,4.23333,80.42,0.679417,0.81413,0.369631,0.220001,-0.433902,0.000162656,0.0340037,0.000174454,0.000102945,0.14504,7.9
232,191301,17031191300,1913.01,Census Tract 1913.01,-87.780265,41.920152,ILLINOIS,Cook,14.8,14.7,10,34.5,16.67593107,26.4,32.7,25.5,14.5,2.6,23.13,10.418765,1541.099976,4.23333,81.7508,0.703278,0.984994,0.708069,0.2909,-0.420641,0.000164745,0.0340035,0.00028727,0.000106853,0.145004,10.8
314,250400,17031250400,2504,Census Tract 2504,-87.775396,41.912908,ILLINOIS,Cook,18.3,11.7,11,42.8,33.9731612,28,39.6,39.4,14.3,3.3,22.726,10.461235,1541.52002,4.21667,81.8208,0.893213,0.750659,0.582934,0.668145,-0.420641,0.000164745,0.0340035,0.00028727,0.000106853,0.145004,14.1
195,160501,17031160500,1605.01,Census Tract 1605.01,-87.712973,41.95921,ILLINOIS,Cook,13.5,15.1,8.3,32.8,11.93887297,25.6,29,23.5,14.4,2.2,23.038,10.469565,1548.390015,4.23333,80.285,0.715534,0.908356,0.387686,0.178044,-0.431865,0.000163552,0.0340034,0.000168679,0.00010353,0.145034,8.9
196,160502,17031160500,1605.02,Census Tract 1605.02,-87.713088,41.955584,ILLINOIS,Cook,15.8,15.7,8.8,33.8,11.26760563,25.1,30.2,23.3,15.5,2.2,23.038,10.469565,1548.199951,4.225,80.285,0.818901,0.906132,0.352754,0.143555,-0.431865,0.000163552,0.0340034,0.000168679,0.00010353,0.145034,8.6
200,160800,17031160800,1608,Census Tract 1608,-87.712815,41.950213,ILLINOIS,Cook,14.4,15.7,8.7,32.9,9.712509713,26.5,29.4,24.4,15.2,2.3,23.18,10.496235,1549.300049,4.225,80.4325,0.696104,0.889423,0.139908,0.211255,-0.431865,0.000163552,0.0340034,0.000168679,0.00010353,0.145034,8.9
166,130300,17031130300,1303,Census Tract 1303,-87.713391,41.986559,ILLINOIS,Cook,15,12.7,8.9,33.5,5.924170616,30,25.4,28.5,14.1,2.6,21.246,10.433765,1544.160034,4.23333,79.9425,0.951086,0.842935,0.72892,0.233785,-0.464178,0.000158013,0.0340024,0.000223432,0.000107228,0.145096,10.2
181,150402,17031150400,1504.02,Census Tract 1504.02,-87.772044,41.956798,ILLINOIS,Cook,12.7,15.9,7.8,31.1,10.29336078,28.8,26.7,25.9,15.1,2.3,24.156,10.344585,1545.97998,4.23333,80.6142,0.457962,0.727099,0.172985,0.389876,-0.438394,0.000159293,0.0340022,0.000273771,0.000103724,0.145067,7.9
114,70500,17031070500,705,Census Tract 705,-87.660892,41.928946,ILLINOIS,Cook,7.9,19.2,4.8,26.8,6.830601093,22.7,20.4,19.5,14.7,1.7,23.38,10.568735,1516.27002,4.225,79.34,0.213214,0.394407,0.613948,0.167925,-0.427638,0.000171171,0.0340011,0.000237205,9.96E-05,0.144886,4.6
115,70600,17031070600,706,Census Tract 706,-87.665677,41.928763,ILLINOIS,Cook,6.9,19.9,4.1,27.2,6.709158001,21.3,21.3,16.2,14.9,1.2,23.38,10.555435,1523.030029,4.225,79.5133,0.039746,0.262713,0.063204,0.077736,-0.427638,0.000171171,0.0340011,0.000237205,9.96E-05,0.144886,3.7
711,832500,17031832500,8325,Census Tract 8325,-87.664119,41.921878,ILLINOIS,Cook,9,18.4,5.3,27.9,13.86577926,22.2,21.6,19.1,15.8,1.7,23.36,10.555435,1521.660034,4.21667,79.5133,0.48325,0.533363,0.473292,0.1199,-0.427638,0.000171171,0.0340011,0.000237205,9.96E-05,0.144886,4.8
438,420600,17031420600,4206,Census Tract 4206,-87.613278,41.783014,ILLINOIS,Cook,23.5,10,14.7,46.3,45.06534475,29,45.4,45.9,15.6,4.6,21.212,10.769565,1533.589966,4.175,82.1142,0.757066,0.681394,0.88572,0.541765,-0.46129,0.000168219,0.0340007,0.000408323,0.000099215,0.144588,18.2
517,550200,17031550200,5502,Census Tract 5502,-87.56401,41.653429,ILLINOIS,Cook,14.7,13.4,10.8,32.2,14.29592566,33,31.2,33.1,15.3,3.4,19.452,10.660835,1522.369995,4.13333,79.4458,0.405988,0.689975,0.032191,0.806524,-0.512329,0.000159566,0.0339996,0.000295825,0.000100148,0.144406,11.8
201,160900,17031160900,1609,Census Tract 1609,-87.722608,41.950082,ILLINOIS,Cook,10.3,15.9,6.7,30.1,8.316008316,27.9,26.2,24.5,14.2,2.1,23.55,10.484585,1547.930054,4.23333,80.5858,0.296043,0.681133,0.329826,0.306346,-0.418941,0.000164338,0.0339982,0.000197222,9.99E-05,0.145004,7.4
697,831100,17031831100,8311,Census Tract 8311,-87.717496,41.942856,ILLINOIS,Cook,15.8,15.2,9.8,33.4,21.46786529,27.1,31.2,25.9,15.7,2.6,23.18,10.521265,1548.680054,4.225,80.6058,0.763492,0.898292,0.224448,0.22423,-0.418941,0.000164338,0.0339982,0.000197222,9.99E-05,0.145004,9.7
649,710800,17031710800,7108,Census Tract 7108,-87.648813,41.747837,ILLINOIS,Cook,20.3,9.4,14.1,44,28.10041214,31.4,42.5,48.3,14.3,5,23.334,10.716685,1536.660034,4.16667,81.7142,0.785872,0.518562,0.575901,0.770937,-0.467043,0.000164941,0.0339971,0.000277917,0.000096042,0.144681,19.2
246,210800,17031210800,2108,Census Tract 2108,-87.698933,41.935746,ILLINOIS,Cook,11.5,17.8,6.9,31.2,8.361204013,22.7,28.1,19.3,14.3,1.8,23.492,10.557935,1549.880005,4.225,80.34,0.588251,0.853644,0.180129,0.120353,-0.411004,0.000168478,0.033997,0.000214253,0.000100607,0.144949,6.9
247,210900,17031210900,2109,Census Tract 2109,-87.693337,41.935439,ILLINOIS,Cook,10.7,17.4,6.4,30.5,13.03780965,23.7,26.7,20.4,14.3,1.8,23.276,10.543735,1550.339966,4.225,80.0975,0.558255,0.797985,0.271744,0.151285,-0.411004,0.000168478,0.033997,0.000214253,0.000100607,0.144949,6.7
275,230600,17031230600,2306,Census Tract 2306,-87.733995,41.906189,ILLINOIS,Cook,19.5,13.4,11.9,39,57.20152537,26.4,38.3,30.7,15.5,3,23.74,10.586265,1546.329956,4.21667,82.0017,0.983936,0.971566,0.818168,0.341672,-0.398734,0.000169501,0.033996,0.000327182,9.93E-05,0.144912,12.7
636,700301,17031700300,7003.01,Census Tract 7003.01,-87.731712,41.745622,ILLINOIS,Cook,14.3,15.1,9.2,33.3,8.729050279,27.7,30.3,26.7,14.9,2.6,23.544,10.583315,1536.670044,4.16667,82.2725,0.713304,0.906434,0.338548,0.286726,-0.41336,0.000167339,0.033996,0.000230455,0.000105485,0.144937,9.4
253,220701,17031220700,2207.01,Census Tract 2207.01,-87.721565,41.926155,ILLINOIS,Cook,10.7,17,6.9,31.3,11.63805644,23.1,28.9,19.9,13.6,1.9,24.296,10.560015,1548.660034,4.225,81.265,0.661801,0.902411,0.453507,0.15712,-0.398669,0.000167264,0.0339952,0.000249865,0.000102265,0.144952,7.4
254,220702,17031220700,2207.02,Census Tract 2207.02,-87.724231,41.929369,ILLINOIS,Cook,13.5,16.1,8.2,33,12.31527094,23.8,31.3,22.1,14.9,2.1,24.296,10.546265,1548.130005,4.225,81.0117,0.777936,0.90631,0.565738,0.140672,-0.398669,0.000167264,0.0339952,0.000249865,0.000102265,0.144952,8.3
256,220902,17031220900,2209.02,Census Tract 2209.02,-87.721836,41.922711,ILLINOIS,Cook,13.4,15.7,8.9,33.2,35.59774548,25.2,32.6,23.2,14.3,2.3,24.662,10.560015,1548.199951,4.21667,81.265,0.647274,0.946277,0.421344,0.211695,-0.398669,0.000167264,0.0339952,0.000249865,0.000102265,0.144952,9.5
492,491300,17031491300,4913,Census Tract 4913,-87.627804,41.688897,ILLINOIS,Cook,23.7,10.1,14.6,45.6,103.950104,29.7,44.1,46.1,15.3,4.6,20.684,10.64835,1529.699951,4.15,81.0817,0.984005,0.700409,0.965843,0.602285,-0.498938,0.000160314,0.0339945,0.000304669,0.000104728,0.144514,18.3
116,70700,17031070700,707,Census Tract 707,-87.673802,41.929262,ILLINOIS,Cook,10,19.3,5,29.7,2.872737719,20.5,23.6,17.4,15.5,1.4,23.618,10.526265,1536.140015,4.225,79.6883,0.332909,0.631624,0.614045,0.065037,-0.411638,0.000171706,0.0339915,0.000238969,0.00010129,0.144896,4.5
262,221500,17031221500,2215,Census Tract 2215,-87.689951,41.921647,ILLINOIS,Cook,12.5,16.2,7.9,31.4,17.67408978,26.2,28.8,24.8,15,2.4,23.026,10.572065,1551.359985,4.21667,80.2167,0.581811,0.790777,0.177014,0.242751,-0.411638,0.000171706,0.0339915,0.000238969,0.00010129,0.144896,9
263,221600,17031221600,2216,Census Tract 2216,-87.685097,41.92125,ILLINOIS,Cook,8,20,4.4,28.4,3.36813742,19.7,22.7,15.8,15.3,1.3,23.026,10.5679,1552.01001,4.21667,79.9525,0.048789,0.464427,0.078282,0.055687,-0.411638,0.000171706,0.0339915,0.000238969,0.00010129,0.144896,3.9
695,830900,17031830900,8309,Census Tract 8309,-87.685373,41.92863,ILLINOIS,Cook,9.6,18.9,5.3,29.8,13.90337157,21.9,24.8,17.9,14.3,1.5,23.5,10.5679,1549.52002,4.225,79.9525,0.258375,0.791806,0.234971,0.100143,-0.411638,0.000171706,0.0339915,0.000238969,0.00010129,0.144896,5.2
708,832200,17031832200,8322,Census Tract 8322,-87.679973,41.920478,ILLINOIS,Cook,8.3,20.7,4.2,28.1,6.802721088,19,22.1,15,15.7,1.2,23.276,10.60415,1547.150024,4.21667,80.0258,0.118489,0.454432,0.117894,0.05036,-0.411638,0.000171706,0.0339915,0.000238969,0.00010129,0.144896,3.5
316,250600,17031250600,2506,Census Tract 2506,-87.77063,41.905693,ILLINOIS,Cook,18.2,11.3,11.2,42.8,47.48982361,29,39.6,41.6,13.7,3.6,22.288,10.52335,1544.089966,4.21667,82.0992,0.850573,0.847246,0.379725,0.729433,-0.426036,0.000166096,0.0339911,0.000296053,0.000110478,0.144987,15.1
282,240200,17031240200,2402,Census Tract 2402,-87.670182,41.912442,ILLINOIS,Cook,8.6,19.1,4.8,28.3,0,22.1,22.4,18.4,14.6,1.6,22.48,10.60915,1532.859985,4.21667,79.5058,0.210431,0.64799,0.110223,0.088157,-0.415256,0.000173427,0.0339906,0.000277974,0.00010396,0.144864,4.7
422,400800,17031400800,4008,Census Tract 4008,-87.620558,41.782863,ILLINOIS,Cook,29,9.7,16.8,48,59.23731951,28.2,46.8,45.8,17.5,4.8,21.212,10.769565,1537.469971,4.175,82.1142,0.815023,0.512947,0.938139,0.434963,-0.452669,0.000168516,0.0339892,0.000379976,9.54E-05,0.144611,18.5
722,834500,17031834500,8345,Census Tract 8345,-87.624736,41.788082,ILLINOIS,Cook,22.1,11.6,11.9,46.1,6.779661017,25,42.5,39,15.8,3.4,21.454,10.770015,1533.869995,4.175,81.8842,0.75323,0.51896,0.71106,0.33688,-0.452669,0.000168516,0.0339892,0.000379976,9.54E-05,0.144611,13.5
491,491200,17031491200,4912,Census Tract 4912,-87.637438,41.688776,ILLINOIS,Cook,17.9,9.8,12.5,43.2,4.091653028,31.2,41.8,47,13.6,4.6,21.788,10.62915,1529.47998,4.15833,81.2533,0.725962,0.498627,0.662753,0.792012,-0.496528,0.000160405,0.033989,0.000287541,0.000108164,0.144532,18.1
507,530200,17031530200,5302,Census Tract 5302,-87.632395,41.681561,ILLINOIS,Cook,22.2,10.4,13.4,45,38.81987578,29.3,42.5,44.6,15.2,4.3,21.366,10.609985,1529.680054,4.15,81.275,0.865225,0.748682,0.878534,0.635702,-0.496528,0.000160405,0.033989,0.000287541,0.000108164,0.144532,17.1
741,836600,17031836600,8366,Census Tract 8366,-87.708806,41.898697,ILLINOIS,Cook,15.8,13.3,10.5,37.3,190.1901902,26.8,36.2,31.5,14.7,3.1,23.522,10.6229,1552.97998,4.21667,81.4908,0.702738,0.756892,0.918284,0.488426,-0.382023,0.0001748,0.0339887,0.000275033,0.000100139,0.144833,12.5
742,836700,17031836700,8367,Census Tract 8367,-87.702175,41.891704,ILLINOIS,Cook,24.2,10.6,14.7,45,171.0471423,28.3,43.6,42.6,16.5,4.3,23.108,10.645435,1554.550049,4.21667,81.285,0.904333,0.874087,0.922978,0.567302,-0.382023,0.0001748,0.0339887,0.000275033,0.000100139,0.144833,17
609,671300,17031671300,6713,Census Tract 6713,-87.671349,41.773902,ILLINOIS,Cook,24.9,10.1,14.8,46.4,59.52380952,29.6,44.4,46.1,15.6,4.5,23.694,10.731265,1540.119995,4.175,82.0483,0.812156,0.718408,0.832623,0.74076,-0.431909,0.000168245,0.0339883,0.000305705,0.000101689,0.144659,18.3
610,671400,17031671400,6714,Census Tract 6714,-87.676229,41.773792,ILLINOIS,Cook,23.4,10.5,13.8,45.5,24.13127413,29.5,42.9,45.1,14.8,4.3,23.896,10.731265,1539.040039,4.175,82.0483,0.83016,0.51896,0.560837,0.749533,-0.431909,0.000168245,0.0339883,0.000305705,0.000101689,0.144659,17.5
319,251000,17031251000,2510,Census Tract 2510,-87.744892,41.898695,ILLINOIS,Cook,22.3,11.2,12.5,44.9,101.6088061,27.2,42.2,40.7,15.3,3.7,23.622,10.5829,1545.01001,4.21667,82.3192,0.864144,0.870202,0.735054,0.589159,-0.403267,0.000170226,0.0339875,0.00032146,0.000103977,0.144901,15.2
326,251700,17031251700,2517,Census Tract 2517,-87.744479,41.891384,ILLINOIS,Cook,16.1,12.7,9.2,42.2,60.2006689,25.8,37.3,36.2,13.6,2.9,23.286,10.60375,1546.099976,4.21667,82.4867,0.881926,0.940016,0.726788,0.575773,-0.403267,0.000170226,0.0339875,0.00032146,0.000103977,0.144901,12
160,120100,17031120100,1201,Census Tract 1201,-87.775007,42.001982,ILLINOIS,Cook,9.2,14.5,6.7,27.7,9.528346832,32.4,23.5,28.3,14,2.4,21.748,10.349585,1543.5,4.24167,80.06,0.059328,0.271706,0.056711,0.719534,-0.470204,0.0001502,0.0339839,0.00028422,0.000104168,0.145224,7.5
214,170900,17031170900,1709,Census Tract 1709,-87.811606,41.936196,ILLINOIS,Cook,17,14.9,10.2,32.8,23.35084647,30.8,29.4,29.6,16.7,2.9,22.93,9.365,1532.5,4.23333,77,0.502929,0.795074,0.139105,0.512645,-0.443022,0.000157098,0.0339835,0.000226409,0.00010609,0.145155,9.8
674,740300,17031740300,7403,Census Tract 7403,-87.710723,41.695069,ILLINOIS,Cook,11.2,18,6.5,29.5,16.97432633,28.2,24.5,24.1,15.7,2,22.276,10.528735,1530.540039,4.15833,81.9608,0.035647,0.119089,0.30795,0.349401,-0.483674,0.000158749,0.0339814,0.000303249,0.000101928,0.144846,6.1
178,150200,17031150200,1502,Census Tract 1502,-87.752413,41.960675,ILLINOIS,Cook,14.6,15.4,8.9,32.3,17.24137931,28.5,28.6,26.5,16.1,2.5,23.506,10.4175,1545.359985,4.23333,80.6725,0.78565,0.744742,0.292249,0.314419,-0.446866,0.000159091,0.0339807,0.000232777,0.000108951,0.145063,8.6
283,240300,17031240300,2403,Census Tract 2403,-87.675071,41.912366,ILLINOIS,Cook,7.2,20.8,4,27.4,0,19.8,21.1,15.2,14.9,1.2,22.48,10.614565,1541.449951,4.21667,79.7958,0.059452,0.329851,0.36156,0.047174,-0.405512,0.000173756,0.0339787,0.000266818,0.000103456,0.144869,3.5
696,831000,17031831000,8310,Census Tract 8310,-87.676999,41.914788,ILLINOIS,Cook,6.8,21.4,3.5,27.6,0,18.4,20.7,13.5,14.7,1,22.39,10.598335,1541.449951,4.21667,79.7625,0.021562,0.303463,0.106264,0.053737,-0.405512,0.000173756,0.0339787,0.000266818,0.000103456,0.144869,2.9
709,832300,17031832300,8323,Census Tract 8323,-87.671449,41.919207,ILLINOIS,Cook,8.8,21.2,4.1,29,21.39037433,18.5,22.4,14.6,15.2,1.1,23.276,10.598335,1534.22998,4.21667,79.7625,0.108089,0.680035,0.179963,0.04955,-0.405512,0.000173756,0.0339787,0.000266818,0.000103456,0.144869,3.4
320,251100,17031251100,2511,Census Tract 2511,-87.752011,41.898625,ILLINOIS,Cook,26.9,9.3,17.2,46.4,60.43700604,31.4,45.9,49,16.3,5.4,23.342,10.582915,1544.800049,4.21667,82.3583,0.802836,0.875213,0.964583,0.758018,-0.411354,0.000169637,0.033977,0.000345152,0.000107999,0.144914,21
324,251500,17031251500,2515,Census Tract 2515,-87.760346,41.891112,ILLINOIS,Cook,28.5,10,16.5,47.1,98.24414716,30.1,46.1,47.4,16.2,4.8,22.038,10.586685,1547.469971,4.21667,82.4908,0.99453,0.795294,0.985947,0.613804,-0.411354,0.000169637,0.033977,0.000345152,0.000107999,0.144914,19.5
325,251600,17031251600,2516,Census Tract 2516,-87.751804,41.891407,ILLINOIS,Cook,27.8,9.6,17.2,47.2,95.9166895,30.6,47.3,48.7,16.4,5.3,22.84,10.597085,1546.869995,4.21667,82.5092,0.739132,0.884206,0.875696,0.647056,-0.411354,0.000169637,0.033977,0.000345152,0.000107999,0.144914,20.8
621,681200,17031681200,6812,Census Tract 6812,-87.638498,41.769189,ILLINOIS,Cook,27.8,9.6,16.8,47.5,44.1826215,28.6,46.4,46.6,17,5,22.184,10.73,1539.949951,4.175,81.73,0.930867,0.689741,0.9973,0.519921,-0.466279,0.000165857,0.0339767,0.000301258,8.99E-05,0.144611,19.1
622,681300,17031681300,6813,Census Tract 6813,-87.639862,41.761173,ILLINOIS,Cook,25.8,10,15.6,47,61.30790191,28.5,45.7,46,16.1,4.8,22.746,10.7279,1537.98999,4.16667,81.685,0.967151,0.828684,0.982292,0.56575,-0.466279,0.000165857,0.0339767,0.000301258,8.99E-05,0.144611,18.4
595,660900,17031660900,6609,Census Tract 6609,-87.697999,41.768104,ILLINOIS,Cook,23.8,10.8,14.1,45.1,61.43667297,28.5,43.3,42.6,15.8,4.1,23.4,10.68375,1536.209961,4.175,82.285,0.834356,0.789733,0.92943,0.53869,-0.424371,0.000168693,0.0339744,0.00033963,0.000103188,0.144709,16.3
596,661000,17031661000,6610,Census Tract 6610,-87.685045,41.761819,ILLINOIS,Cook,22,10.6,13.3,44.4,29.79320014,28.8,42.3,42.9,15.2,4,23.228,10.684985,1536.839966,4.16667,82.09,0.907283,0.856335,0.429333,0.643651,-0.424371,0.000168693,0.0339744,0.00033963,0.000103188,0.144709,16.3
597,661100,17031661100,6611,Census Tract 6611,-87.702688,41.760787,ILLINOIS,Cook,17.7,13.7,10.6,39.5,4.585753592,26.3,36.9,31.7,14.9,2.8,23.76,10.657485,1534.579956,4.16667,82.2358,0.871498,0.94257,0.302107,0.393981,-0.424371,0.000168693,0.0339744,0.00033963,0.000103188,0.144709,11.6
607,671100,17031671100,6711,Census Tract 6711,-87.661712,41.776782,ILLINOIS,Cook,23.4,10.4,14,45.5,79.42811755,28.8,43.2,45,14.7,4.4,22.794,10.7446,1542.359985,4.175,81.85,0.715354,0.514183,0.701285,0.638503,-0.439339,0.000167473,0.0339742,0.000272732,9.99E-05,0.144661,17.6
608,671200,17031671200,6712,Census Tract 6712,-87.666582,41.776699,ILLINOIS,Cook,27.2,10.2,15.6,47.1,63.89776358,28.6,45.3,46.1,15.9,4.7,22.794,10.736665,1541.449951,4.175,81.9517,0.941392,0.506165,0.802578,0.639354,-0.439339,0.000167473,0.0339742,0.000272732,9.99E-05,0.144661,18.4
676,750100,17031750100,7501,Census Tract 7501,-87.652028,41.695834,ILLINOIS,Cook,16,9.5,11.8,41.7,7.234145165,31.6,39.7,46.8,13.1,4.6,21.766,10.632085,1529.27002,4.15833,81.53,0.776704,0.670067,0.374214,0.819183,-0.489955,0.000160094,0.0339738,0.000311426,9.94E-05,0.144621,17.7
231,191200,17031191200,1912,Census Tract 1912,-87.760827,41.920143,ILLINOIS,Cook,18.7,14.9,12,35.9,7.78614067,25.1,36.1,24.5,16.3,2.7,23.588,10.516685,1540.890015,4.21667,81.9025,0.851514,0.993506,0.613297,0.166388,-0.41549,0.00016591,0.0339735,0.000284016,0.000107495,0.144988,11.1
313,250300,17031250300,2503,Census Tract 2503,-87.760838,41.912839,ILLINOIS,Cook,21.1,11.4,12.7,43.4,35.97883598,27.7,41.7,39.8,15.1,3.7,23.408,10.516685,1541.569946,4.21667,81.9025,0.823,0.891922,0.50785,0.509391,-0.41549,0.00016591,0.0339735,0.000284016,0.000107495,0.144988,15.3
182,150501,17031150500,1505.01,Census Tract 1505.01,-87.781964,41.964476,ILLINOIS,Cook,12.6,15.3,8,30.5,5.48245614,30.6,25.6,27.9,15.3,2.5,23.312,10.310415,1544.97998,4.23333,80.3817,0.548353,0.740939,0.326115,0.578368,-0.447163,0.000156868,0.0339734,0.000315609,0.000105424,0.145112,8.2
191,160100,17031160100,1601,Census Tract 1601,-87.742795,41.964628,ILLINOIS,Cook,13.4,15,8.3,31.8,16.09657948,29.1,27.1,26.7,15.2,2.4,23.608,10.405,1545.01001,4.23333,80.4542,0.674764,0.820679,0.426439,0.316272,-0.452276,0.000158633,0.033973,0.000219765,0.000111147,0.145057,8.6
634,700100,17031700100,7001,Census Tract 7001,-87.695309,41.753593,ILLINOIS,Cook,17.8,13.1,10.3,40.6,17.50802451,26.3,37.4,33.5,14.7,2.8,22.928,10.647085,1534.550049,4.16667,82.1333,0.632151,0.851475,0.310401,0.332569,-0.436833,0.000166387,0.033971,0.000349663,0.000101014,0.144735,11.8
